CodeSection,count,coverage_pct,norm_section,category_auto
18.2-51.6(A),30,98.99780791062159,18.2-51.6,violent
16-3.1,29,99.00099121517712,16-3.1,
18.2-204.1,29,99.00417451973264,18.2-204.1,fraud_financial
18.2-153,29,99.00735782428818,18.2-153,property
46.2-1564,29,99.0105411288437,46.2-1564,traffic
18.2-447,29,99.01372443339923,18.2-447,
18.2-435,29,99.01690773795475,18.2-435,
A.46.2-819.1,29,99.02009104251029,46.2-819.1,traffic
46.2-1565,28,99.0231645779432,46.2-1565,traffic
21-1/18.2-266,28,99.02623811337614,21-1,
4.1-1107,28,99.02931164880906,4.1-1107,
18.2-126,28,99.03238518424199,18.2-126,property
46.2-806,28,99.0354587196749,46.2-806,traffic
27-100,28,99.03853225510782,27-100,
18.2-362,28,99.04160579054076,18.2-362,juvenile_family
19.2-100,28,99.04467932597368,19.2-100,procedural_other
46.2-835,28,99.04775286140661,46.2-835,traffic
A.46.2-1030,28,99.05082639683953,46.2-1030,traffic
54-32,28,99.05389993227246,54-32,
21-1/46.2-825,27,99.05686369858277,21-1,
21-1/46.2-870,27,99.05982746489309,21-1,
18.2-178.2,27,99.0627912312034,18.2-178.2,fraud_financial
46-209,27,99.06575499751374,46-209,
19.2-266.4,27,99.06871876382405,19.2-266.4,procedural_other
18.2-374.4,27,99.07168253013437,18.2-374.4,public_order
46.2-878.2,26,99.07453652732208,46.2-878.2,traffic
46.2-878.1,26,99.0773905245098,46.2-878.1,traffic
46.2-349,26,99.08024452169751,46.2-349,traffic
B.46.2-1112,26,99.08309851888522,46.2-1112,traffic
29-73.1,26,99.08595251607295,29-73.1,
18.2-196,25,99.08869674413805,18.2-196,fraud_financial
46.2-1095,25,99.09144097220316,46.2-1095,traffic
18.2-456 A6,25,99.09418520026827,18.2-456 A6,obstruction_justice
46.2-865.1,25,99.09692942833338,46.2-865.1,traffic
21-1/46.2-816,25,99.0996736563985,21-1,
46.2-863,25,99.1024178844636,46.2-863,traffic
46.2-1561,25,99.10516211252872,46.2-1561,traffic
A.46.2-357,25,99.10790634059383,46.2-357,traffic
18.2-152.5:1,25,99.11065056865894,18.2-152.5:1,property
46.2-877,25,99.11339479672405,46.2-877,traffic
C.18.2-248,25,99.11613902478916,18.2-248,drug
18.2-182,25,99.11888325285427,18.2-182,fraud_financial
A.46.2-829,25,99.12162748091939,46.2-829,traffic
19.2-295.2:1,25,99.1243717089845,19.2-295.2:1,procedural_other
18.2-162,25,99.12711593704961,18.2-162,
55.1-2820,25,99.12986016511472,55.1-2820,
18.2-472.1(A),25,99.13260439317982,18.2-472.1,obstruction_justice
21-1/46.2-646,24,99.13523885212233,21-1,
18.2-456 (A5),24,99.13787331106484,18.2-456,obstruction_justice
18.2-67.1(A)(1),24,99.14050777000735,18.2-67.1,sexual_offense
C.46.2-881,24,99.14314222894986,46.2-881,traffic
18.2-79,24,99.14577668789235,18.2-79,
46.2-915.1,24,99.14841114683486,46.2-915.1,traffic
18.2-308(A),24,99.15104560577737,18.2-308,weapons
18.2-370(A),24,99.15368006471988,18.2-370,juvenile_family
18.2-93,23,99.15620475453977,18.2-93,property
18.2-371.2,23,99.15872944435968,18.2-371.2,
46.2-845,23,99.16125413417959,46.2-845,traffic
18.2-132,23,99.16377882399948,18.2-132,property
18.2-308.4(C),23,99.16630351381939,18.2-308.4,weapons
18.2-308.4(B),23,99.16882820363928,18.2-308.4,weapons
B.46.2-1158,23,99.17135289345919,46.2-1158,traffic
18.2-165.2,22,99.17376781415649,18.2-165.2,
5-530,22,99.17618273485378,5-530,
46.2-665,22,99.17859765555107,46.2-665,traffic
46.2-308,22,99.18101257624838,46.2-308,traffic
4.1-308,22,99.18342749694567,4.1-308,
A.46.2-856,22,99.18584241764297,46.2-856,traffic
18.2-260.1,22,99.18825733834026,18.2-260.1,drug
16.1-285.2,22,99.19067225903757,16.1-285.2,juvenile_family
29.1-553,22,99.19308717973486,29.1-553,
18.2-371.1(A),22,99.19550210043217,18.2-371.1,
29.1-550,21,99.19780725200685,29.1-550,
46.2-613(3),21,99.20011240358154,46.2-613,traffic
46.2-1053,21,99.20241755515625,46.2-1053,traffic
18.2-195.2,21,99.20472270673093,18.2-195.2,fraud_financial
19.2-62,21,99.20702785830562,19.2-62,procedural_other
29.1-564,21,99.20933300988032,29.1-564,
46.2-1002,21,99.21163816145501,46.2-1002,traffic
999999999999999,21,99.2139433130297,999999999999999,
18.2-186.3(D),21,99.21624846460439,18.2-186.3,fraud_financial
28.2-201,21,99.2185536161791,28.2-201,
A.46.2-854,20,99.22074899863118,46.2-854,traffic
B.46.2-817,20,99.22294438108327,46.2-817,traffic
18.2-134,20,99.22513976353535,18.2-134,property
46.2-861.1,20,99.22733514598744,46.2-861.1,traffic
21-1/46.2-707,20,99.22953052843954,21-1,
23-11,20,99.23172591089163,23-11,
46.2-712,20,99.23392129334371,46.2-712,traffic
18.2-248.5,20,99.2361166757958,18.2-248.5,drug
18.2-171,19,99.23820228912528,18.2-171,fraud_financial
19.2-161,19,99.24028790245477,19.2-161,procedural_other
18.2-26/18.2-58,19,99.24237351578425,18.2-26,
46.2-1157,19,99.24445912911374,46.2-1157,traffic
18.2-151,19,99.24654474244322,18.2-151,property
54-33,19,99.2486303557727,54-33,
18.2-186.4,19,99.25071596910219,18.2-186.4,fraud_financial
46.2-928,19,99.25280158243167,46.2-928,traffic
18.2-248 (C),19,99.25488719576116,18.2-248,drug
19.2-152,19,99.25697280909064,19.2-152,procedural_other
16.1-253.4,19,99.25905842242013,16.1-253.4,juvenile_family
18.2-282(A),19,99.26114403574961,18.2-282,weapons
F.46.2-873,18,99.26311987995649,46.2-873,traffic
46.2-1559,18,99.26509572416337,46.2-1559,traffic
46.2-1034,18,99.26707156837024,46.2-1034,traffic
46.2-824,18,99.26904741257712,46.2-824,traffic
24-13,18,99.271023256784,24-13,
46.2-833.1,18,99.27299910099089,46.2-833.1,traffic
3.2-6587,18,99.27497494519777,3.2-6587,animal_cruelty
18.2-108(A),18,99.27695078940465,18.2-108,property
18.2-311,18,99.27892663361152,18.2-311,weapons
18.2-374.3(C),18,99.2809024778184,18.2-374.3,public_order
18.2-314,18,99.28287832202528,18.2-314,
2021-04-5-7,18,99.28485416623217,2021-04-5-7,
19.2-303.6,17,99.28672024131644,19.2-303.6,procedural_other
18.2-417,17,99.28858631640071,18.2-417,
25-224,17,99.29045239148499,25-224,
21-1/46.2-818.2,17,99.29231846656927,21-1,
19.2-99,17,99.29418454165354,19.2-99,procedural_other
19.2-270.4:1,17,99.29605061673782,19.2-270.4:1,procedural_other
46.2-341.7,17,99.2979166918221,46.2-341.7,traffic
21-1/46.2-821,17,99.29978276690636,21-1,
23-43,17,99.30164884199064,23-43,
46.2-730,17,99.30351491707492,46.2-730,traffic
4.1-1101,17,99.30538099215919,4.1-1101,
A.46.2-301,17,99.30724706724347,46.2-301,traffic
A.46.2-1052,17,99.30911314232775,46.2-1052,traffic
18.2-405,17,99.31097921741201,18.2-405,
46.2-808.1,17,99.31284529249629,46.2-808.1,traffic
32.1-27,17,99.31471136758057,32.1-27,
3.2-6554,17,99.31657744266484,3.2-6554,animal_cruelty
18.2-26/18.2-91,16,99.31833374862651,18.2-26,
18.2-376.1,16,99.32009005458818,18.2-376.1,public_order
46.2-617,16,99.32184636054986,46.2-617,traffic
33.2-501B,16,99.32360266651153,33.2-501B,
46.2-329,16,99.3253589724732,46.2-329,traffic
46.2-1080,16,99.32711527843487,46.2-1080,traffic
46.2-924,16,99.32887158439654,46.2-924,traffic
46.2-861.1(B),16,99.33062789035822,46.2-861.1,traffic
18.2-408,16,99.33238419631988,18.2-408,
18.2-152.7:2,16,99.33414050228156,18.2-152.7:2,property
2021-04-5-14,16,99.33589680824322,2021-04-5-14,
22.1-254,15,99.3375433450823,22.1-254,
29-10,15,99.33918988192136,29-10,
18.2-27,15,99.34083641876042,18.2-27,
18.2-323.01,15,99.3424829555995,18.2-323.01,
3.2-6538,15,99.34412949243855,3.2-6538,animal_cruelty
46.2-1040,15,99.34577602927762,46.2-1040,traffic
46.2-1156,15,99.34742256611669,46.2-1156,traffic
46.2-844,15,99.34906910295575,46.2-844,traffic
5-38,15,99.35071563979481,5-38,
18.2-258.02,15,99.35236217663389,18.2-258.02,drug
18.2-477.2,15,99.35400871347295,18.2-477.2,obstruction_justice
18.2-461.1,15,99.35565525031203,18.2-461.1,obstruction_justice
18.2-60.4(A),15,99.35730178715109,18.2-60.4,
18.2-22/18.2-51,15,99.35894832399015,18.2-22,
19.2-315,15,99.36059486082922,19.2-315,procedural_other
21-1/46.2-1052,14,99.36213162854568,21-1,
25-152,14,99.36366839626214,25-152,
46.2-346,14,99.3652051639786,46.2-346,traffic
18.2-82,14,99.36674193169506,18.2-82,
18.2-287.2,14,99.36827869941153,18.2-287.2,weapons
46.2-865,14,99.36981546712799,46.2-865,traffic
18.2-423.01,14,99.37135223484445,18.2-423.01,
18.2-308.2:2(K),14,99.37288900256091,18.2-308.2:2,weapons
18.2-308.1:2,14,99.37442577027737,18.2-308.1:2,weapons
19.2-132,14,99.37596253799384,19.2-132,procedural_other
13-23,14,99.3774993057103,13-23,
"18.2-67.1(A,2)",14,99.37903607342676,18.2-67.1,sexual_offense
58.1-452,14,99.38057284114322,58.1-452,
18.2-323,14,99.38210960885968,18.2-323,
2021-04-5-3(2),14,99.38364637657615,2021-04-5-3,
18.2-287.01,13,99.38507337517001,18.2-287.01,weapons
18.2-456 A5,13,99.38650037376387,18.2-456 A5,obstruction_justice
46.2-849,13,99.38792737235772,46.2-849,traffic
A.46.2-1112,13,99.38935437095158,46.2-1112,traffic
54-31,13,99.39078136954544,54-31,
46.2-1079,13,99.3922083681393,46.2-1079,traffic
18.2-308.1:8,13,99.39363536673315,18.2-308.1:8,weapons
18.2-406,13,99.39506236532701,18.2-406,
48-3,13,99.39648936392086,48-3,
A.46.2-873,13,99.39791636251472,46.2-873,traffic
A.46.2-341.24,13,99.39934336110858,46.2-341.24,traffic
18.2-189,13,99.40077035970243,18.2-189,fraud_financial
4VAC15-40-290,13,99.40219735829629,4VAC15-40-290,
25-280,12,99.40351458776755,25-280,
21-1/46.2-612,12,99.4048318172388,21-1,
5-305,12,99.40614904671006,5-305,
29.1-523,12,99.40746627618131,29.1-523,
53.1-28,12,99.40878350565256,53.1-28,corrections_related
24.2-1012,12,99.41010073512382,24.2-1012,
18.2-159,12,99.41141796459507,18.2-159,property
18.2-40,12,99.41273519406631,18.2-40,violent
46.2-1011,12,99.41405242353757,46.2-1011,traffic
18.2-67.2(A)(1),12,99.41536965300882,18.2-67.2,sexual_offense
24-6,12,99.41668688248008,24-6,
46.2-1078,12,99.41800411195133,46.2-1078,traffic
13-60,12,99.41932134142259,13-60,
3.2-6552,12,99.42063857089384,3.2-6552,animal_cruelty
8-128,12,99.4219558003651,8-128,
32.1-321.4,12,99.42327302983635,32.1-321.4,
A.46.2-857,12,99.42459025930759,46.2-857,traffic
46.2-703D,12,99.42590748877885,46.2-703D,traffic
18.2-268,12,99.4272247182501,18.2-268,dui_traffic_criminal
18.2-186.3(B1),12,99.42854194772136,18.2-186.3,fraud_financial
19.2-128(C),12,99.42985917719261,19.2-128,failure_to_appear
18.2-272(A),12,99.43117640666387,18.2-272,dui_traffic_criminal
60.2-518,12,99.43249363613512,60.2-518,
"18.2-67.3(A,3)",12,99.43381086560638,18.2-67.3,sexual_offense
18.2-151.1,11,99.43501832595501,18.2-151.1,property
21-1/46.2-715,11,99.43622578630367,21-1,
21-1/46.2-830,11,99.43743324665232,21-1,
18.2-309,11,99.43864070700097,18.2-309,weapons
46.2-861,11,99.43984816734961,46.2-861,traffic
18.2-289,11,99.44105562769826,18.2-289,weapons
46.2-341.7(A),11,99.44226308804691,46.2-341.7,traffic
18.2-56.1(A),11,99.44347054839555,18.2-56.1,violent
18.2-56,11,99.4446780087442,18.2-56,violent
4.1-1109,11,99.44588546909286,4.1-1109,
46.2-335(C),11,99.44709292944151,46.2-335,traffic
46.2-1077,11,99.44830038979015,46.2-1077,traffic
46.2-860,11,99.4495078501388,46.2-860,traffic
"18.2-67.1(A,1)",11,99.45071531048745,18.2-67.1,sexual_offense
18.2-473,11,99.4519227708361,18.2-473,obstruction_justice
18.2-59.1,11,99.45313023118474,18.2-59.1,
18.2-194,11,99.4543376915334,18.2-194,fraud_financial
3.2-6570(F),11,99.45554515188205,3.2-6570,animal_cruelty
46.2-868,11,99.4567526122307,46.2-868,traffic
18.2-374.3(D),11,99.45796007257934,18.2-374.3,public_order
46.2-606,11,99.45916753292799,46.2-606,traffic
7-35,11,99.46037499327664,7-35,
18.2-304,11,99.46158245362528,18.2-304,weapons
17-7 (18.2-388),10,99.46268014485133,17-7,
54.1-3904,10,99.46377783607738,54.1-3904,drug
29-48,10,99.46487552730342,29-48,
23-48,10,99.46597321852947,23-48,
5-200,10,99.4670709097555,5-200,
21-1/18.2-272,10,99.46816860098156,21-1,
18.2-22/18.2-95,10,99.4692662922076,18.2-22,
29.1-548,10,99.47036398343364,29.1-548,
18.2-456(A)(4),10,99.4714616746597,18.2-456,obstruction_justice
4.1-304,10,99.47255936588573,4.1-304,
46.2-808,10,99.47365705711178,46.2-808,traffic
2021-04-7-7,10,99.47475474833782,2021-04-7-7,
19.2-152.16,10,99.47585243956387,19.2-152.16,procedural_other
46.2-1242,10,99.47695013078992,46.2-1242,traffic
46.2-910,10,99.47804782201595,46.2-910,traffic
43-13,10,99.479145513242,43-13,
18.2-186.3(A),10,99.48024320446804,18.2-186.3,fraud_financial
18.2-96.1,10,99.48134089569409,18.2-96.1,property
18.2-295,10,99.48243858692013,18.2-295,weapons
46.2-703,10,99.48353627814618,46.2-703,traffic
16-3.1/36-106,10,99.48463396937223,16-3.1,
2003-10-03 00:00:00,10,99.48573166059826,2003-10-03 00:00:00,
63.2-1513,10,99.48682935182431,63.2-1513,
18.2-248.02,10,99.48792704305035,18.2-248.02,drug
18.2-404,10,99.4890247342764,18.2-404,
18.2-216,10,99.49012242550243,18.2-216,fraud_financial
13.1-520,10,99.49122011672848,13.1-520,
46.2-301.1,10,99.49231780795454,46.2-301.1,traffic
17-7,10,99.49341549918057,17-7,
18.2-163,10,99.49451319040662,18.2-163,
46.2-613(4),10,99.49561088163266,46.2-613,traffic
"18.2-67.2(A,1)",10,99.49670857285871,18.2-67.2,sexual_offense
5610.1,10,99.49780626408474,5610.1,
18.2-374.1:1(C),10,99.4989039553108,18.2-374.1:1,public_order
46.2-330,9,99.49989187741423,46.2-330,traffic
18.2-54.1,9,99.50087979951768,18.2-54.1,violent
21-1/46.2-873,9,99.50186772162111,21-1,
H.46.2-878,9,99.50285564372456,46.2-878,traffic
46.2-341.21,9,99.50384356582799,46.2-341.21,traffic
46.2-1054,9,99.50483148793144,46.2-1054,traffic
46.2-897,9,99.50581941003487,46.2-897,traffic
D.46.2-862,9,99.50680733213831,46.2-862,traffic
18.2-67.2(A)(2),9,99.50779525424176,18.2-67.2,sexual_offense
18.2-195(1),9,99.50878317634519,18.2-195,fraud_financial
18.2-58(2),9,99.50977109844864,18.2-58,violent
46.2-1070,9,99.51075902055207,46.2-1070,traffic
53.1-131.2,9,99.5117469426555,53.1-131.2,corrections_related
19.2-298,9,99.51273486475895,19.2-298,procedural_other
10-43,9,99.51372278686239,10-43,
18.2-169,9,99.51471070896584,18.2-169,fraud_financial
18.2-462.1,9,99.51569863106927,18.2-462.1,obstruction_justice
18.2-67.4:1,9,99.51668655317272,18.2-67.4:1,sexual_offense
46.2-1139,9,99.51767447527615,46.2-1139,traffic
10-3-0830,9,99.51866239737959,10-3-0830,
18.2-280(A),9,99.51965031948303,18.2-280,weapons
37.2-912,9,99.52063824158647,37.2-912,
18.2-63(A),9,99.52162616368992,18.2-63,sexual_offense
53.1-203(5),9,99.52261408579335,53.1-203,corrections_related
466.07,9,99.52360200789678,466.07,
18.2-498.3,9,99.52458993000023,18.2-498.3,
23-14,9,99.52557785210367,23-14,
18.2-55.1,9,99.52656577420711,18.2-55.1,violent
18.2-257,9,99.52755369631055,18.2-257,drug
46.2-359,9,99.528541618414,46.2-359,traffic
14-4,9,99.52952954051743,14-4,
18.2-374.1:1(D),9,99.53051746262086,18.2-374.1:1,public_order
29.1-338,8,99.53139561560171,29.1-338,
18.2-26/18.2-95,8,99.53227376858254,18.2-26,
21-1/46.2-104,8,99.53315192156337,21-1,
29.1-520,8,99.5340300745442,29.1-520,
18.2-409,8,99.53490822752505,18.2-409,
25-217,8,99.53578638050588,25-217,
21-1/46.2-818,8,99.53666453348671,21-1,
2026-05-25 00:00:00,8,99.53754268646755,2026-05-25 00:00:00,
24-33,8,99.53842083944839,24-33,
24-12,8,99.53929899242922,24-12,
18.2-88,8,99.54017714541006,18.2-88,
40-17,8,99.5410552983909,40-17,
18.2-480,8,99.54193345137173,18.2-480,obstruction_justice
18.2-248(G),8,99.54281160435256,18.2-248,drug
46.2-706,8,99.5436897573334,46.2-706,traffic
4.1-302,8,99.54456791031424,4.1-302,
46-182,8,99.54544606329507,46-182,
46.2-816.1,8,99.5463242162759,46.2-816.1,traffic
18.2-108.01(A),8,99.54720236925674,18.2-108.01,property
"18.2-61(A,I)",8,99.54808052223758,18.2-61,sexual_offense
A.18.2-95,8,99.54895867521842,18.2-95,property
19.2-152.10,8,99.54983682819925,19.2-152.10,procedural_other
B.46.2-862,8,99.55071498118008,46.2-862,traffic
18.2-60(A)(1),8,99.55159313416092,18.2-60,
3.2-6540.1,8,99.55247128714176,3.2-6540.1,animal_cruelty
46.2-843,8,99.55334944012259,46.2-843,traffic
A.18.2-91,8,99.55422759310342,18.2-91,property
33.1-346,8,99.55510574608427,33.1-346,
23-7.3(18.2-460,8,99.5559838990651,23-7.3(18.2-460,
10-42,8,99.55686205204593,10-42,
19.2-303.2,8,99.55774020502676,19.2-303.2,procedural_other
21-1/46.2-835,8,99.5586183580076,21-1,
18.2-456(A6),8,99.55949651098844,18.2-456,obstruction_justice
46.2-341.24,8,99.56037466396927,46.2-341.24,traffic
21-1/46.2-1094,8,99.5612528169501,21-1,
2026-06-25 00:00:00,8,99.56213096993095,2026-06-25 00:00:00,
46.2-873,8,99.56300912291178,46.2-873,traffic
18.2-251.5,8,99.56388727589261,18.2-251.5,drug
16.1-278.16,8,99.56476542887346,16.1-278.16,juvenile_family
16.1-291,8,99.56564358185429,16.1-291,juvenile_family
21-1/46.2-853,8,99.56652173483512,21-1,
8-70,8,99.56739988781595,8-70,
18.2-107,8,99.5682780407968,18.2-107,property
2020-05-7-4,8,99.56915619377763,2020-05-7-4,
46-42,8,99.57003434675846,46-42,
18.2-22/47,8,99.5709124997393,18.2-22,
13.1-502,8,99.57179065272014,13.1-502,
18.2-67.3(A)(3),8,99.57266880570097,18.2-67.3,sexual_offense
13-200,8,99.5735469586818,13-200,
2026-10-06 00:00:00,8,99.57442511166263,2026-10-06 00:00:00,
3.2-6518,7,99.57519349552086,3.2-6518,animal_cruelty
46.2-818(1),7,99.57596187937911,46.2-818,traffic
18.2-251.3,7,99.57673026323734,18.2-251.3,drug
21-1/46.2-1095,7,99.57749864709557,21-1,
29-8,7,99.5782670309538,29-8,
18.2-22/18.2-90,7,99.57903541481203,18.2-22,
23-7.3,7,99.57980379867026,23-7.3,
29.1-525,7,99.58057218252848,29.1-525,
21-1/46.2-826,7,99.58134056638671,21-1,
25-191,7,99.58210895024494,25-191,
21-1/46.2-1030,7,99.58287733410319,21-1,
22.1-289.027(3),7,99.58364571796142,22.1-289.027,
24-7,7,99.58441410181965,24-7,
55.1-2838,7,99.58518248567788,55.1-2838,
18.2-464,7,99.5859508695361,18.2-464,obstruction_justice
18.2-60.4(C),7,99.58671925339434,18.2-60.4,
27-10,7,99.58748763725256,27-10,
4-243,7,99.5882560211108,4-243,
18.2-196.1,7,99.58902440496902,18.2-196.1,fraud_financial
27-67,7,99.58979278882725,27-67,
46.2-834,7,99.5905611726855,46.2-834,traffic
18.2-57.2(A),7,99.59132955654373,18.2-57.2,violent
28-27,7,99.59209794040196,28-27,
46.2-656,7,99.59286632426019,46.2-656,traffic
"18.2-137(B,II)",7,99.59363470811842,18.2-137,property
18.2-160.1,7,99.59440309197664,18.2-160.1,property
19.1-52,7,99.59517147583487,19.1-52,
53.1-203(6),7,99.5959398596931,53.1-203,corrections_related
2026-04-21 00:00:00,7,99.59670824355133,2026-04-21 00:00:00,
5-79,7,99.59747662740956,5-79,
18.2-113,7,99.5982450112678,18.2-113,property
Z.18.2-32,7,99.59901339512604,18.2-32,violent
46.2-805,7,99.59978177898427,46.2-805,traffic
23-10(18.2-415),7,99.6005501628425,23-10,
74-73,7,99.60131854670072,74-73,
29.1-738,7,99.60208693055895,29.1-738,
19.2-82,7,99.60285531441718,19.2-82,procedural_other
10-3-0874,7,99.60362369827541,10-3-0874,
10.1-1418.2,7,99.60439208213364,10.1-1418.2,
13.1-507,7,99.60516046599187,13.1-507,
4.1-300,7,99.60592884985012,4.1-300,
46.2-335,7,99.60669723370835,46.2-335,traffic
18.2-97.1,7,99.60746561756658,18.2-97.1,property
5-25,7,99.6082340014248,5-25,
18.2-67.3(A)(5),7,99.60900238528303,18.2-67.3,sexual_offense
18.2-137(B)(II),7,99.60977076914126,18.2-137,property
612.13,7,99.6105391529995,612.13,
19.2-128 (C),7,99.61130753685772,19.2-128,failure_to_appear
18.2-25/18.2-31,7,99.61207592071595,18.2-25,
24-258,7,99.6128443045742,24-258,
6-50,7,99.61361268843243,6-50,
53.1-203(4),7,99.61438107229066,53.1-203,corrections_related
18.2-195(1)(A),7,99.61514945614888,18.2-195,fraud_financial
25-656.2,6,99.61580807088451,25-656.2,
18.2-26/18.2-89,6,99.61646668562014,18.2-26,
46.2-817A,6,99.61712530035577,46.2-817A,traffic
6.1-79,6,99.6177839150914,6.1-79,
18.2-22/18.2-32,6,99.61844252982702,18.2-22,
21-1/46.2-716,6,99.61910114456263,21-1,
3.2-6540.1(D),6,99.61975975929826,3.2-6540.1,animal_cruelty
40-3,6,99.62041837403389,40-3,
46.2-1543,6,99.62107698876952,46.2-1543,traffic
5-77,6,99.62173560350514,5-77,
16-8-12,6,99.62239421824077,16-8-12,
18.2-428,6,99.6230528329764,18.2-428,
29.1-530.1,6,99.62371144771203,29.1-530.1,
18.1-44,6,99.62437006244765,18.1-44,
18.2-102.1,6,99.62502867718328,18.2-102.1,property
4-185,6,99.62568729191891,4-185,
4-365,6,99.62634590665454,4-365,
46.2-1163,6,99.62700452139016,46.2-1163,traffic
13-62,6,99.62766313612579,13-62,
4.1-313,6,99.62832175086142,4.1-313,
18.2-58(4),6,99.62898036559704,18.2-58,violent
14.2-16,6,99.62963898033267,14.2-16,
18.2-195.1,6,99.6302975950683,18.2-195.1,fraud_financial
46.2-1020,6,99.63095620980391,46.2-1020,traffic
23-50,6,99.63161482453954,23-50,
16-41.2,6,99.63227343927517,16-41.2,
"18.2-61(A,1)",6,99.6329320540108,18.2-61,sexual_offense
13-41,6,99.63359066874642,13-41,
18.2-246,6,99.63424928348205,18.2-246,
18.2-472,6,99.63490789821768,18.2-472,obstruction_justice
13-1-5,6,99.6355665129533,13-1-5,
46.2-818,6,99.63622512768893,46.2-818,traffic
18.2-137(B),6,99.63688374242456,18.2-137,property
29.1-748,6,99.63754235716019,29.1-748,
4-23,6,99.63820097189581,4-23,
46.2-1063,6,99.63885958663144,46.2-1063,traffic
18.2-110.1,6,99.63951820136707,18.2-110.1,property
46.2-889,6,99.6401768161027,46.2-889,traffic
62.1-194.1,6,99.64083543083832,62.1-194.1,
4.1-318,6,99.64149404557395,4.1-318,
18.2-510,6,99.64215266030958,18.2-510,
18.2-248(D),6,99.6428112750452,18.2-248,drug
6-28,6,99.64346988978082,6-28,
18.2-105.2,6,99.64412850451644,18.2-105.2,property
3-47,6,99.64478711925207,3-47,
18.2-324,6,99.6454457339877,18.2-324,
18.2-311.2,6,99.64610434872333,18.2-311.2,
18.2-456(A)(2),6,99.64676296345895,18.2-456,obstruction_justice
16-40,6,99.64742157819458,16-40,
5-532,6,99.64808019293021,5-532,
18.2-174.1,6,99.64873880766584,18.2-174.1,fraud_financial
G.46.2-881,6,99.64939742240146,46.2-881,traffic
18.2-96(2),6,99.65005603713709,18.2-96,property
18.2-57(E),6,99.65071465187272,18.2-57,violent
54-66,6,99.65137326660835,54-66,
44-146.17,6,99.65203188134397,44-146.17,
18.2-48(II),6,99.6526904960796,18.2-48,violent
18.2-112.1,6,99.65334911081523,18.2-112.1,property
5-24,6,99.65400772555085,5-24,
10-3-3,6,99.65466634028648,10-3-3,
46.2-915.2,6,99.6553249550221,46.2-915.2,traffic
99VCC999.010,6,99.65598356975772,99VCC999.010,
33.2-503,6,99.65664218449335,33.2-503,
18.2-366(B),6,99.65730079922898,18.2-366,juvenile_family
"18.2-192(1,A)",6,99.6579594139646,18.2-192,fraud_financial
55-73,6,99.65861802870023,55-73,
4 VAC20-720-80,6,99.65927664343586,4 VAC20-720-80,
13-61,5,99.65982548904888,13-61,
16.1-285.1,5,99.66037433466191,16.1-285.1,juvenile_family
5-543,5,99.66092318027492,5-543,
19.2-123(D),5,99.66147202588795,19.2-123,procedural_other
18.2-456(A5),5,99.66202087150097,18.2-456,obstruction_justice
18.2-283.1,5,99.662569717114,18.2-283.1,weapons
21-1/46.2-817,5,99.66311856272702,21-1,
21-1/46.2-613(1,5,99.66366740834003,21-1,
5-533,5,99.66421625395306,5-533,
38-3,5,99.66476509956608,38-3,
18.2-460(C),5,99.66531394517911,18.2-460,obstruction_justice
18.2-26/18.2-32,5,99.66586279079213,18.2-26,
23-31,5,99.66641163640514,23-31,
21-1/46.2-1173,5,99.66696048201817,21-1,
18.2-370(A)(1),5,99.6675093276312,18.2-370,juvenile_family
18.2-414.1,5,99.66805817324422,18.2-414.1,
18.2-77(A)(I),5,99.66860701885724,18.2-77,
74-208,5,99.66915586447026,74-208,
16.1-10,5,99.66970471008328,16.1-10,juvenile_family
46.2-1239,5,99.6702535556963,46.2-1239,traffic
2021-04-7.5,5,99.67080240130933,2021-04-7.5,
Z.18.2-91,5,99.67135124692234,18.2-91,property
A.18.2-51.2,5,99.67190009253537,18.2-51.2,violent
46.2-822,5,99.67244893814839,46.2-822,traffic
18.2-46.5,5,99.67299778376142,18.2-46.5,violent
46.2-861.1(A)C,5,99.67354662937444,46.2-861.1(A)C,traffic
4-307,5,99.67409547498745,4-307,
A.46.2-894,5,99.67464432060048,46.2-894,traffic
46.2-903,5,99.6751931662135,46.2-903,traffic
18.2-52.2,5,99.67574201182653,18.2-52.2,violent
46.2-923,5,99.67629085743955,46.2-923,traffic
18.2-329,5,99.67683970305256,18.2-329,
38-3(18.2-280),5,99.67738854866559,38-3,
46.2-1137,5,99.67793739427862,46.2-1137,traffic
46.2-662,5,99.67848623989164,46.2-662,traffic
16-41.1,5,99.67903508550465,16-41.1,
21-1/46.2-335,5,99.67958393111768,21-1,
2026-05-21 00:00:00,5,99.6801327767307,2026-05-21 00:00:00,
28-29,5,99.68068162234373,28-29,
46.2-116,5,99.68123046795675,46.2-116,traffic
46.2-1014.1,5,99.68177931356976,46.2-1014.1,traffic
5.24,5,99.68232815918279,5.24,
18.2-431,5,99.68287700479581,18.2-431,
46.2-752,5,99.68342585040884,46.2-752,traffic
18.2-152.6,5,99.68397469602186,18.2-152.6,property
52-8.4,5,99.68452354163487,52-8.4,
46.2-341.20:5,5,99.6850723872479,46.2-341.20:5,traffic
A.46.2-865.1,5,99.68562123286092,46.2-865.1,traffic
24.2-1004,5,99.68617007847395,24.2-1004,
18.2-146.1,5,99.68671892408697,18.2-146.1,property
A.46.2-1110,5,99.68726776969999,46.2-1110,traffic
18.2-246.3(A),5,99.68781661531301,18.2-246.3,
