CodeSection,count,coverage_pct,norm_section,category_auto
18.2-250(A)(B1),5,99.68836546092604,18.2-250,drug
24-7602,5,99.68891430653906,24-7602,
7-7.1,5,99.68946315215207,7-7.1,
46.2-818.2(E),5,99.6900119977651,46.2-818.2,traffic
4.1-322,5,99.69056084337812,4.1-322,
46.2-371,5,99.69110968899115,46.2-371,traffic
19.2-358(E),5,99.69165853460417,19.2-358,procedural_other
18.2-29/18.2-61,5,99.69220738021718,18.2-29,
4-47,5,99.69275622583021,4-47,
18.2-193(1)(C),5,99.69330507144323,18.2-193,fraud_financial
23-2,5,99.69385391705626,23-2,
21-1/46.2-391,5,99.69440276266928,21-1,
19.2-182.7,5,99.6949516082823,19.2-182.7,procedural_other
15-126,5,99.69550045389532,15-126,
4.1-309,5,99.69604929950835,4.1-309,
18.2-125,5,99.69659814512137,18.2-125,property
4-31,5,99.69714699073438,4-31,
18.2-371.3,5,99.6976958363474,18.2-371.3,
4-62 (3.2-6521),5,99.69824468196043,4-62,
4-40 (3.2-6524),5,99.69879352757346,4-40,
"18.2-67.2(A,2)",5,99.69934237318648,18.2-67.2,sexual_offense
6-62,5,99.6998912187995,6-62,
A.18.2-67.3,5,99.70044006441252,18.2-67.3,sexual_offense
29.1-735,5,99.70098891002554,29.1-735,
46.2-612(2),5,99.70153775563857,46.2-612,traffic
46.2-391D(2)(II,5,99.7020866012516,46.2-391D(2)(II,traffic
46.2-391D(2)(I),5,99.7026354468646,46.2-391D,traffic
46.2-391D2I,5,99.70318429247763,46.2-391D2I,traffic
18.2-46.1,5,99.70373313809066,18.2-46.1,violent
24.2-1002.1,5,99.70428198370368,24.2-1002.1,
5-1 (36-106),5,99.70483082931669,5-1,
40.1-29,5,99.70537967492972,40.1-29,
18.2-67.10,5,99.70592852054274,18.2-67.10,sexual_offense
18.2-26/370,5,99.70647736615577,18.2-26,
9.1.N,5,99.70702621176879,9.1.N,
14-10,5,99.7075750573818,14-10,
33.2-503-4,4,99.70801413387223,33.2-503-4,
29.1-519,4,99.70845321036265,29.1-519,
21-1/46.2-1002,4,99.70889228685306,21-1,
CIVIL IN NATURE,4,99.70933136334348,CIVIL IN NATURE,
25-218,4,99.7097704398339,25-218,
18.2-22/18.2-31,4,99.71020951632431,18.2-22,
B.46.2-1110,4,99.71064859281474,46.2-1110,traffic
21-1/46.2-341.7,4,99.71108766930514,21-1,
21-1/46.2-1014,4,99.71152674579557,21-1,
19.2-19,4,99.71196582228599,19.2-19,procedural_other
21-1/46.2-878.2,4,99.7124048987764,21-1,
46.2-829,4,99.71284397526682,46.2-829,traffic
46.2-1010,4,99.71328305175724,46.2-1010,traffic
23-7,4,99.71372212824765,23-7,
18.2-248.1:1,4,99.71416120473808,18.2-248.1:1,drug
19.2-182.3,4,99.7146002812285,19.2-182.3,procedural_other
18.2-67.3(A)(1),4,99.71503935771891,18.2-67.3,sexual_offense
6.2-943,4,99.71547843420933,6.2-943,
10.1-1143,4,99.71591751069974,10.1-1143,
4-96,4,99.71635658719016,4-96,
58-16,4,99.71679566368059,58-16,
13.1-1007,4,99.717234740171,13.1-1007,
10-45,4,99.71767381666142,10-45,
46.2-866,4,99.71811289315184,46.2-866,traffic
18.2-456(4),4,99.71855196964225,18.2-456,obstruction_justice
54.1-1135,4,99.71899104613267,54.1-1135,drug
74-243,4,99.71943012262308,74-243,
18.2-57.2(B),4,99.7198691991135,18.2-57.2,violent
18.2-61(A)(III),4,99.72030827560393,18.2-61,sexual_offense
3-2 (55.1-2820),4,99.72074735209434,3-2,
18.2-414,4,99.72118642858476,18.2-414,
18.2-374.3(B),4,99.72162550507518,18.2-374.3,public_order
B.46.2-804,4,99.72206458156559,46.2-804,traffic
18.2-248(C)(4),4,99.72250365805601,18.2-248,drug
5-80,4,99.72294273454642,5-80,
18.2-308.2:4,4,99.72338181103684,18.2-308.2:4,weapons
18.2-49,4,99.72382088752727,18.2-49,violent
2020-05-10-1,4,99.72425996401768,2020-05-10-1,
18.2-308.1:1,4,99.7246990405081,18.2-308.1:1,weapons
19.2-305.1,4,99.72513811699852,19.2-305.1,procedural_other
14.2-81,4,99.72557719348893,14.2-81,
58.1-3700,4,99.72601626997935,58.1-3700,
7.3.2,4,99.72645534646978,7.3.2,
18.2-370(2),4,99.72689442296019,18.2-370,juvenile_family
16.1-253.2(C),4,99.72733349945061,16.1-253.2,juvenile_family
18.2-322,4,99.72777257594102,18.2-322,
46.2-1105,4,99.72821165243144,46.2-1105,traffic
46.2-926,4,99.72865072892186,46.2-926,traffic
21-1/46.2-1172,4,99.72908980541227,21-1,
21-1/46.2-1003,4,99.7295288819027,21-1,
7-46,4,99.72996795839312,7-46,
18.2-58(3),4,99.73040703488353,18.2-58,violent
21-1/18.2-268.3,4,99.73084611137395,21-1,
23-14(18.2-415),4,99.73128518786436,23-14,
21-1/46.2-865,4,99.73172426435478,21-1,
31-10,4,99.7321633408452,31-10,
40-3(B),4,99.73260241733561,40-3,
29.1-703,4,99.73304149382604,29.1-703,
22-67,4,99.73348057031646,22-67,
18.2-32.2,4,99.73391964680687,18.2-32.2,violent
74-11,4,99.73435872329729,74-11,
29.1-738.01,4,99.7347977997877,29.1-738.01,
18.2-477,4,99.73523687627812,18.2-477,obstruction_justice
18.2-374.3(A),4,99.73567595276855,18.2-374.3,public_order
58.1-348,4,99.73611502925895,58.1-348,
54.1-3008,4,99.73655410574938,54.1-3008,drug
3.2-6531,4,99.7369931822398,3.2-6531,animal_cruelty
46.2-720,4,99.73743225873021,46.2-720,traffic
46.2-1544,4,99.73787133522063,46.2-1544,traffic
18.2-48.1,4,99.73831041171105,18.2-48.1,violent
46.2-862(I),4,99.73874948820146,46.2-862,traffic
18.2-370.1(A),4,99.73918856469189,18.2-370.1,juvenile_family
29-5,4,99.7396276411823,29-5,
6.1-76,4,99.74006671767272,6.1-76,
11.1-2,4,99.74050579416314,11.1-2,
18.2-248(H)(5),4,99.74094487065355,18.2-248,drug
18.2-26/18.2-63,4,99.74138394714397,18.2-26,
19.2-129,4,99.7418230236344,19.2-129,procedural_other
23-32,4,99.7422621001248,23-32,
23-32(A),4,99.74270117661523,23-32,
78-158/78-153,4,99.74314025310564,78-158,
46.2-1066,4,99.74357932959606,46.2-1066,traffic
18.2-60.4(B),4,99.74401840608648,18.2-60.4,
25-19,4,99.74445748257689,25-19,
21-146.2-862,4,99.74489655906731,21-146.2-862,
18.2-27/18.2-96,4,99.74533563555774,18.2-27,
21-1/46.2-804(2,4,99.74577471204815,21-1,
29.1-740,4,99.74621378853857,29.1-740,
5-531,4,99.74665286502899,5-531,
28.2-527,4,99.7470919415194,28.2-527,
16.2-253.2,4,99.74753101800982,16.2-253.2,
46.2-348,4,99.74797009450023,46.2-348,traffic
18.2-87,4,99.74840917099066,18.2-87,
54.1-703,4,99.74884824748108,54.1-703,drug
99VCC999.133,4,99.74928732397149,99VCC999.133,
46.2-698,4,99.74972640046191,46.2-698,traffic
8.01-654,4,99.75016547695233,8.01-654,
46.2-1550,4,99.75060455344274,46.2-1550,traffic
74-436,4,99.75104362993316,74-436,
46.2-1078.1,4,99.75148270642357,46.2-1078.1,traffic
46.2-703(D)(2),4,99.751921782914,46.2-703,traffic
7-38,4,99.75236085940442,7-38,
"18.2-61(A,III)",4,99.75279993589483,18.2-61,sexual_offense
26.8,4,99.75323901238525,26.8,
18.2-95(III),4,99.75367808887567,18.2-95,property
36.2-315,4,99.75411716536608,36.2-315,
4-40,4,99.7545562418565,4-40,
58.1-2273,4,99.75499531834691,58.1-2273,
"18.2-61 (A,I)",4,99.75543439483734,18.2-61,sexual_offense
004-22,4,99.75587347132776,004-22,
33.2-804,4,99.75631254781817,33.2-804,
2021-04,4,99.75675162430859,2021-04,
18.2-374.1(B)(1,4,99.75719070079901,18.2-374.1(B)(1,public_order
18.2-30,4,99.75762977728942,18.2-30,violent
46.2-1060,4,99.75806885377985,46.2-1060,traffic
4-74,4,99.75850793027027,4-74,
2026-04-13 00:00:00,4,99.75894700676068,2026-04-13 00:00:00,
2026-04-12 00:00:00,4,99.7593860832511,2026-04-12 00:00:00,
18.2-52.1,4,99.75982515974151,18.2-52.1,violent
19-2-306,4,99.76026423623193,19-2-306,
26-34,4,99.76070331272236,26-34,
46.2-1250,3,99.76103262009016,46.2-1250,traffic
29.1-521 (10),3,99.76136192745798,29.1-521,
4VAC15-90-231 B,3,99.76169123482579,4VAC15-90-231 B,
21-1/18.2-96,3,99.76202054219361,21-1,
21-1/46.2-820,3,99.76234984956142,21-1,
25-166,3,99.76267915692922,25-166,
21-1/46.2-722,3,99.76300846429704,21-1,
21-1/46.2-896,3,99.76333777166485,21-1,
5-501,3,99.76366707903267,5-501,
21-1/46.2-802,3,99.76399638640048,21-1,
49CFR396.17,3,99.7643256937683,49CFR396.17,
46.2-1047,3,99.7646550011361,46.2-1047,traffic
21-1/46.2-859,3,99.76498430850393,21-1,
21-1/46.2-864,3,99.76531361587173,21-1,
15.2-926,3,99.76564292323955,15.2-926,
18.2-456(A),3,99.76597223060736,18.2-456,obstruction_justice
A.46.2-341.26:3,3,99.76630153797518,46.2-341.26:3,traffic
19.2-182.14,3,99.76663084534299,19.2-182.14,procedural_other
24-9,3,99.76696015271081,24-9,
"18.2-248(C,4)",3,99.76728946007862,18.2-248,drug
18.2-250(A)(B),3,99.76761876744644,18.2-250,drug
46.2-335(D),3,99.76794807481424,46.2-335,traffic
A.46.2-704,3,99.76827738218206,46.2-704,traffic
18.2-308.012(A),3,99.76860668954987,18.2-308.012,weapons
18.2-50.3,3,99.76893599691768,18.2-50.3,violent
46-3,3,99.7692653042855,46-3,
10-62,3,99.7695946116533,10-62,
4.1-317,3,99.76992391902112,4.1-317,
18.2-25,3,99.77025322638893,18.2-25,
3,3,99.77058253375675,3,
19.2-182.15,3,99.77091184112456,19.2-182.15,procedural_other
3.2,3,99.77124114849238,3.2,
46.2-341.8,3,99.77157045586019,46.2-341.8,traffic
18.2-51.4(B),3,99.771899763228,18.2-51.4,violent
19.2-123D,3,99.77222907059581,19.2-123D,procedural_other
13.23,3,99.77255837796363,13.23,
6-58,3,99.77288768533144,6-58,
18.2-128(B),3,99.77321699269926,18.2-128,property
46.2-810.1,3,99.77354630006707,46.2-810.1,traffic
CIVIL,3,99.77387560743489,CIVIL,
18.2-504.1,3,99.7742049148027,18.2-504.1,
46.2-391D2(I),3,99.77453422217052,46.2-391D2,traffic
3.2-6540 1(D),3,99.77486352953832,3.2-6540 1,animal_cruelty
46.2-818.2(D),3,99.77519283690613,46.2-818.2,traffic
46.2-2130,3,99.77552214427395,46.2-2130,traffic
4-66,3,99.77585145164176,4-66,
46-15,3,99.77618075900958,46-15,
46.2-859,3,99.77651006637738,46.2-859,traffic
19.-305,3,99.7768393737452,19.-305,
46.2-854,3,99.77716868111301,46.2-854,traffic
46.2-814,3,99.77749798848083,46.2-814,traffic
18.2-370(D)(I),3,99.77782729584864,18.2-370,juvenile_family
3.2-1003,3,99.77815660321646,3.2-1003,
18.2-26/18.2-47,3,99.77848591058427,18.2-26,
21-1/46.2-1066,3,99.77881521795209,21-1,
49CFR396.3,3,99.7791445253199,49CFR396.3,
21-1/46.2-328,3,99.77947383268771,21-1,
A.46.2-803,3,99.77980314005552,46.2-803,traffic
"18.2-61(A,II)",3,99.78013244742334,18.2-61,sexual_offense
16.1-133.1,3,99.78046175479115,16.1-133.1,juvenile_family
18.2-460E,3,99.78079106215895,18.2-460E,obstruction_justice
10-3-0875,3,99.78112036952677,10-3-0875,
18.2-46,3,99.78144967689458,18.2-46,violent
18.2-271,3,99.7817789842624,18.2-271,dui_traffic_criminal
29.1-738.03,3,99.78210829163021,29.1-738.03,
4VAC15-370-50,3,99.78243759899803,4VAC15-370-50,
29.1-702,3,99.78276690636584,29.1-702,
18.2-190.2,3,99.78309621373366,18.2-190.2,fraud_financial
19.2-354,3,99.78342552110146,19.2-354,procedural_other
46-135,3,99.78375482846928,46-135,
5-21,3,99.78408413583709,5-21,
58-165,3,99.78441344320491,58-165,
29.1-702.1,3,99.78474275057272,29.1-702.1,
B.46.2-852,3,99.78507205794054,46.2-852,traffic
28.2-1210,3,99.78540136530835,28.2-1210,
18.2-58(1),3,99.78573067267617,18.2-58,violent
18.2-32.1,3,99.78605998004397,18.2-32.1,violent
10.1-1455,3,99.7863892874118,10.1-1455,
18.2-308.1:4(B),3,99.7867185947796,18.2-308.1:4,weapons
18.2-204.2(C),3,99.7870479021474,18.2-204.2,fraud_financial
37-4,3,99.78737720951523,37-4,
18.2-192(1)(D),3,99.78770651688303,18.2-192,fraud_financial
6-46,3,99.78803582425085,6-46,
18.2-140,3,99.78836513161866,18.2-140,property
5.1-22,3,99.78869443898648,5.1-22,
24-2,3,99.78902374635429,24-2,
28.2-302.1,3,99.78935305372211,28.2-302.1,
A.18.2-32,3,99.78968236108992,18.2-32,violent
18.2-137(A),3,99.79001166845774,18.2-137,property
18.2-22/18.2-81,3,99.79034097582554,18.2-22,
18.2-51/18.2-26,3,99.79067028319336,18.2-51,violent
18.2-29/18.2-51,3,99.79099959056117,18.2-29,
23-22.1(B),3,99.79132889792899,23-22.1,
23-55,3,99.7916582052968,23-55,
18.2-456 (A)(6),3,99.79198751266462,18.2-456,obstruction_justice
16-7,3,99.79231682003243,16-7,
2026-05-24 00:00:00,3,99.79264612740023,2026-05-24 00:00:00,
18.2-36.2,3,99.79297543476805,18.2-36.2,violent
5-544,3,99.79330474213586,5-544,
23-8.1,3,99.79363404950368,23-8.1,
21-1/46.2-888,3,99.79396335687149,21-1,
2026-04-04 00:00:00,3,99.79429266423931,2026-04-04 00:00:00,
18.2-60.1,3,99.79462197160711,18.2-60.1,
21-1/46.2-928,3,99.79495127897493,21-1,
18.2-18,3,99.79528058634274,18.2-18,
20-115,3,99.79560989371056,20-115,
23-26,3,99.79593920107837,23-26,
15-3-2,3,99.79626850844619,15-3-2,
54.1-3102,3,99.796597815814,54.1-3102,drug
18.2-130.1,3,99.79692712318182,18.2-130.1,property
74-72,3,99.79725643054962,74-72,
CZO 20-202,3,99.79758573791744,CZO 20-202,
74-73 (74-4),3,99.79791504528525,74-73,
18.1-214,3,99.79824435265307,18.1-214,
10-256,3,99.79857366002088,10-256,
10-70,3,99.79890296738868,10-70,
34-189,3,99.7992322747565,34-189,
18.2-429.1,3,99.79956158212431,18.2-429.1,
92-146.2-707,3,99.79989088949213,92-146.2-707,
43-9,3,99.80022019685994,43-9,
28-30,3,99.80054950422776,28-30,
4VAC15-90-231,3,99.80087881159557,4VAC15-90-231,
46.2-1056,3,99.80120811896339,46.2-1056,traffic
18.2-514C,3,99.8015374263312,18.2-514C,
28-9,3,99.80186673369901,28-9,
46.2-341.26:3,3,99.80219604106682,46.2-341.26:3,traffic
6.1-76(A),3,99.80252534843464,6.1-76,
4-23(A),3,99.80285465580245,4-23,
4-62,3,99.80318396317027,4-62,
14.1-54,3,99.80351327053808,14.1-54,
2007-5 9.1,3,99.8038425779059,2007-5 9.1,
18.2-370.01,3,99.8041718852737,18.2-370.01,juvenile_family
19.6-305,3,99.80450119264152,19.6-305,
18.2-61A(III),3,99.80483050000933,18.2-61A,sexual_offense
46.2-391D2(II),3,99.80515980737714,46.2-391D2,traffic
46.2-391D2II,3,99.80548911474496,46.2-391D2II,traffic
18.2-58(B)(2),3,99.80581842211276,18.2-58,violent
18.2-135,3,99.80614772948059,18.2-135,property
59.1-92.13,3,99.80647703684839,59.1-92.13,
18.2-206,3,99.80680634421621,18.2-206,fraud_financial
A.46.2-817,3,99.80713565158402,46.2-817,traffic
46.2-341.20:7,3,99.80746495895184,46.2-341.20:7,traffic
18.2-96/104,3,99.80779426631965,18.2-96,property
18.2-1921A,3,99.80812357368747,18.2-1921A,
13-27,3,99.80845288105527,13-27,
32.1-276,3,99.8087821884231,32.1-276,
6.1-77,3,99.8091114957909,6.1-77,
49CFR395.8,3,99.80944080315872,49CFR395.8,
2026-05-28 00:00:00,3,99.80977011052653,2026-05-28 00:00:00,
18.2-23(B),3,99.81009941789435,18.2-23,
14-153,3,99.81042872526216,14-153,
2026-06-13 00:00:00,3,99.81075803262996,2026-06-13 00:00:00,
18.2-317.1,3,99.81108733999778,18.2-317.1,
4VAC15-430-30,3,99.81141664736559,4VAC15-430-30,
13-10,3,99.81174595473341,13-10,
35-143.1,3,99.81207526210122,35-143.1,
18.2-306,3,99.81240456946904,18.2-306,weapons
5-77{C-IV},3,99.81273387683684,5-77{C-IV},
10-45 A4,3,99.81306318420467,10-45 A4,
21-1/18.2-103,3,99.81339249157247,21-1,
46.2-1143,3,99.81372179894029,46.2-1143,traffic
"18.2-370(D,II)",3,99.8140511063081,18.2-370,juvenile_family
2026-12-17 00:00:00,3,99.81438041367592,2026-12-17 00:00:00,
8.7,2,99.81459995192112,8.7,
46.2-819,2,99.81481949016633,46.2-819,traffic
46.2-2099.1,2,99.81503902841155,46.2-2099.1,traffic
99VCC999.080,2,99.81525856665675,99VCC999.080,
18.2-58/18.2-22,2,99.81547810490196,18.2-58,violent
54.1-3469,2,99.81569764314717,54.1-3469,drug
21-1/46.2-1049,2,99.81591718139238,21-1,
46.2-817 (B),2,99.81613671963758,46.2-817,traffic
25-226,2,99.8163562578828,25-226,
21.1/46.2-613(1,2,99.816575796128,21.1,
30-5,2,99.81679533437321,30-5,
21-1/18.2-308,2,99.81701487261842,21-1,
49CFR391.41A,2,99.81723441086363,49CFR391.41A,
21-1/46.2-1157,2,99.81745394910884,21-1,
25-178,2,99.81767348735404,25-178,
18.2-460 (E),2,99.81789302559926,18.2-460,obstruction_justice
A.46.2-858,2,99.81811256384447,46.2-858,traffic
18.2-456(6)(A),2,99.81833210208967,18.2-456,obstruction_justice
16.1-241.2,2,99.81855164033489,16.1-241.2,juvenile_family
18.2-355(2),2,99.81877117858009,18.2-355,juvenile_family
18.2-368,2,99.8189907168253,18.2-368,juvenile_family
"18.2-67.3 (A,1)",2,99.81921025507052,18.2-67.3,sexual_offense
29.1-523.1,2,99.81942979331572,29.1-523.1,
18.2-57 (C),2,99.81964933156092,18.2-57,violent
16.1-264,2,99.81986886980614,16.1-264,juvenile_family
18.2-308.1(B),2,99.82008840805135,18.2-308.1,weapons
24-31,2,99.82030794629655,24-31,
5-42,2,99.82052748454176,5-42,
70-14,2,99.82074702278697,70-14,
13-6,2,99.82096656103218,13-6,
18.2-429(A),2,99.82118609927738,18.2-429,
46.2-335(H),2,99.8214056375226,46.2-335,traffic
4.1-303,2,99.8216251757678,4.1-303,
10.1-1142,2,99.82184471401301,10.1-1142,
18.1-213,2,99.82206425225823,18.1-213,
18.2-433.2,2,99.82228379050343,18.2-433.2,
B.46.2-819.1,2,99.82250332874864,46.2-819.1,traffic
18.2-308.2 AIII,2,99.82272286699386,18.2-308.2 AIII,weapons
18.2-32/22,2,99.82294240523906,18.2-32,violent
15.2-1218,2,99.82316194348427,15.2-1218,
54-33 18.2-388,2,99.82338148172948,54-33 18.2-388,
54-31(18.2-415),2,99.82360101997469,54-31,
46.2-334.01,2,99.8238205582199,46.2-334.01,traffic
34-188,2,99.82404009646511,34-188,
C.46.2-1095,2,99.82425963471032,46.2-1095,traffic
4-244,2,99.82447917295552,4-244,
7-43,2,99.82469871120072,7-43,
46.2-1012,2,99.82491824944594,46.2-1012,traffic
18.2-67.3(A4A),2,99.82513778769115,18.2-67.3,sexual_offense
33.2-501,2,99.82535732593635,33.2-501,
"18.2-67.3 (A,3)",2,99.82557686418157,18.2-67.3,sexual_offense
6-94,2,99.82579640242677,6-94,
4VAC20-752-30,2,99.82601594067198,4VAC20-752-30,
54.1-3446,2,99.8262354789172,54.1-3446,drug
24-187,2,99.8264550171624,24-187,
19.1-6,2,99.8266745554076,19.1-6,
19-12,2,99.82689409365283,19-12,
24-37,2,99.82711363189803,24-37,
46.2-391D3,2,99.82733317014323,46.2-391D3,traffic
2020-05-2-1,2,99.82755270838845,2020-05-2-1,
14-155,2,99.82777224663366,14-155,
4VAC5-30-130,2,99.82799178487886,4VAC5-30-130,
18-1,2,99.82821132312408,18-1,
46.2-1155,2,99.82843086136928,46.2-1155,traffic
46.2-1057,2,99.82865039961449,46.2-1057,traffic
23-22.1(A),2,99.8288699378597,23-22.1,
25-54,2,99.82908947610491,25-54,
18.2-67.3(A)(2),2,99.82930901435012,18.2-67.3,sexual_offense
3.2-6500,2,99.82952855259532,3.2-6500,animal_cruelty
20-86,2,99.82974809084054,20-86,
18.2-308(A)(I),2,99.82996762908574,18.2-308,weapons
4VAC15-90-231A,2,99.83018716733095,4VAC15-90-231A,
10-68,2,99.83040670557617,10-68,
3.2-6503(A)(6),2,99.83062624382137,3.2-6503,animal_cruelty
25-293.1,2,99.83084578206658,25-293.1,
4.1-1108,2,99.8310653203118,4.1-1108,
21-1/46.2-1242,2,99.831284858557,21-1,
18.2-26/18.2-77,2,99.8315043968022,18.2-26,
40-7,2,99.83172393504742,40-7,
21-8,2,99.83194347329263,21-8,
3.2-6540.04,2,99.83216301153783,3.2-6540.04,animal_cruelty
7-48,2,99.83238254978305,7-48,
18.2-308.1:6,2,99.83260208802825,18.2-308.1:6,weapons
19.2-456,2,99.83282162627346,19.2-456,procedural_other
18.2-57C,2,99.83304116451866,18.2-57C,violent
13-1-33,2,99.83326070276388,13-1-33,
10-3-0833,2,99.83348024100908,10-3-0833,
53.1-149,2,99.83369977925429,53.1-149,corrections_related
10-3-1157,2,99.83391931749951,10-3-1157,
10-3-0804,2,99.83413885574471,10-3-0804,
NONE,2,99.83435839398992,NONE,
999999,2,99.83457793223513,999999,
32-91,2,99.83479747048034,32-91,
46.2-1104,2,99.83501700872554,46.2-1104,traffic
46.2-391.01,2,99.83523654697076,46.2-391.01,traffic
19.1-53,2,99.83545608521597,19.1-53,
3.2-6540.03,2,99.83567562346117,3.2-6540.03,animal_cruelty
10-45(A),2,99.83589516170639,10-45,
A.18.2-90,2,99.8361146999516,18.2-90,property
74-63,2,99.8363342381968,74-63,
46.2-391D1,2,99.836553776442,46.2-391D1,traffic
5-71,2,99.83677331468722,5-71,
3.2-6588,2,99.83699285293243,3.2-6588,animal_cruelty
3.2-6539,2,99.83721239117763,3.2-6539,animal_cruelty
9.1-147,2,99.83743192942285,9.1-147,
16.1-13,2,99.83765146766805,16.1-13,juvenile_family
18.2-346.01(II),2,99.83787100591326,18.2-346.01,
18.2-456(2),2,99.83809054415848,18.2-456,obstruction_justice
18.2-357.1(A),2,99.83831008240368,18.2-357.1,juvenile_family
A.46.2-855,2,99.83852962064888,46.2-855,traffic
10-306.1,2,99.8387491588941,10-306.1,
8-310,2,99.83896869713931,8-310,
46.2-1200.1,2,99.83918823538451,46.2-1200.1,traffic
18.2-308.5,2,99.83940777362973,18.2-308.5,weapons
18.2-119.1,2,99.83962731187493,18.2-119.1,property
18.2-287.4(II),2,99.83984685012014,18.2-287.4,weapons
654.09,2,99.84006638836536,654.09,
4VAC15-390-140,2,99.84028592661056,4VAC15-390-140,
18.2-365,2,99.84050546485577,18.2-365,juvenile_family
59.1-68.7,2,99.84072500310097,59.1-68.7,
18.2-285,2,99.84094454134619,18.2-285,weapons
32-118,2,99.8411640795914,32-118,
27-27,2,99.8413836178366,27-27,
22.1-258,2,99.84160315608182,22.1-258,
7-36,2,99.84182269432702,7-36,
32.1-164,2,99.84204223257223,32.1-164,
2.2-3103,2,99.84226177081744,2.2-3103,
28.2-516,2,99.84248130906265,28.2-516,
86-13,2,99.84270084730785,86-13,
3-19,2,99.84292038555307,3-19,
3-22,2,99.84313992379828,3-22,
35.2-43.3,2,99.84335946204348,35.2-43.3,
29.1-530.2,2,99.8435790002887,29.1-530.2,
28-12(18.2-388),2,99.8437985385339,28-12,
26-116,2,99.84401807677911,26-116,
52.1-203,2,99.84423761502433,52.1-203,
"18.2-456 (A,5)",2,99.84445715326953,18.2-456,obstruction_justice
33-3,2,99.84467669151474,33-3,
19.2-358(A),2,99.84489622975994,19.2-358,procedural_other
"18.2-456(A,5)",2,99.84511576800516,18.2-456,obstruction_justice
18.2-22/18.2-94,2,99.84533530625036,18.2-22,
18.2-308.01,2,99.84555484449557,18.2-308.01,weapons
29.1-735.2,2,99.84577438274079,29.1-735.2,
O,2,99.84599392098599,O,
2026-06-28 00:00:00,2,99.8462134592312,2026-06-28 00:00:00,
25-49,2,99.84643299747641,25-49,
21-146.2-613,2,99.84665253572162,21-146.2-613,
18.2-95/18.2-23,2,99.84687207396682,18.2-95,property
4VAC20-270-40,2,99.84709161221204,4VAC20-270-40,
21-1/46.2-845,2,99.84731115045724,21-1,
23-7(B),2,99.84753068870245,23-7,
21-1/46.2-329,2,99.84775022694767,21-1,
21.1/46.2-862,2,99.84796976519287,21.1,
21-1/46.2-846,2,99.84818930343808,21-1,
21-1/46.2-861.1,2,99.84840884168328,21-1,
18.2-266/18.2-2,2,99.8486283799285,18.2-266,dui_traffic_criminal
18.2-407,2,99.8488479181737,18.2-407,
29.1-738.2,2,99.84906745641891,29.1-738.2,
28.2-231,2,99.84928699466413,28.2-231,
"18.2-137(B,I)",2,99.84950653290933,18.2-137,property
17-164,2,99.84972607115454,17-164,
18.2-200,2,99.84994560939975,18.2-200,fraud_financial
14-2,2,99.85016514764496,14-2,
2026-04-16 00:00:00,2,99.85038468589016,2026-04-16 00:00:00,
18-231,2,99.85060422413538,18-231,
50-33,2,99.85082376238059,50-33,
53.1-37,2,99.85104330062579,53.1-37,corrections_related
2021-04-7-5,2,99.85126283887101,2021-04-7-5,
46.2-1112,2,99.85148237711621,46.2-1112,traffic
46.2-1553,2,99.85170191536142,46.2-1553,traffic
B.18.2-472.1,2,99.85192145360664,18.2-472.1,obstruction_justice
2026-04-09 00:00:00,2,99.85214099185184,2026-04-09 00:00:00,
G.46.2-871,2,99.85236053009704,46.2-871,traffic
22-562,2,99.85258006834225,22-562,
4-36,2,99.85279960658747,4-36,
18-30.1,2,99.85301914483267,18-30.1,
18.2-461(I),2,99.85323868307788,18.2-461,obstruction_justice
46-156,2,99.8534582213231,46-156,
20-101(C),2,99.8536777595683,20-101,
18.2-371(I),2,99.8538972978135,18.2-371,juvenile_family
18.2-308.3,2,99.85411683605872,18.2-308.3,weapons
18.1-215,2,99.85433637430393,18.1-215,
2026-05-29 00:00:00,2,99.85455591254913,2026-05-29 00:00:00,
2026-10-03 00:00:00,2,99.85477545079435,2026-10-03 00:00:00,
92-146.2-1158,2,99.85499498903955,92-146.2-1158,
46.2-851,2,99.85521452728476,46.2-851,traffic
5-138,2,99.85543406552998,5-138,
5-168,2,99.85565360377518,5-168,
18.2-61(A),2,99.85587314202039,18.2-61,sexual_offense
18.2-60.3(A),2,99.8560926802656,18.2-60.3,
18.11,2,99.85631221851081,18.11,
40-1.1,2,99.85653175675601,40-1.1,
36.2-522,2,99.85675129500122,36.2-522,
G.18.2-266,2,99.85697083324644,18.2-266,dui_traffic_criminal
21-207,2,99.85719037149164,21-207,
46.2-905,2,99.85740990973684,46.2-905,traffic
46.2-1015,2,99.85762944798206,46.2-1015,traffic
18.2-22/58,2,99.85784898622727,18.2-22,
18.2-22/53.1,2,99.85806852447247,18.2-22,
18.2-22/95,2,99.85828806271769,18.2-22,
0180-9-2,2,99.8585076009629,0180-9-2,
18.2-143,2,99.8587271392081,18.2-143,property
2026-05-01 00:00:00,2,99.85894667745332,2026-05-01 00:00:00,
18.2-248C,2,99.85916621569852,18.2-248C,drug
13-1-37,2,99.85938575394373,13-1-37,
13-103,2,99.85960529218895,13-103,
28-12,2,99.85982483043415,28-12,
25-387,2,99.86004436867935,25-387,
19.2-266,2,99.86026390692457,19.2-266,procedural_other
24-253,2,99.86048344516978,24-253,
15.2-2209,2,99.86070298341498,15.2-2209,
62.1-44.34:20,2,99.86092252166019,62.1-44.34:20,
6-2B,2,99.8611420599054,6-2B,
